age,weight,height,gender,activity,goal,bmr,tdee,calories,protein_g,carbs_g,fat_g,fitness_level
34,82,179,0,1.2,muscle_gain,1610.7,1932.84,2232.84,164.0,251.19450000000003,62.02333333333334,Beginner
49,59,193,1,1.375,fat_loss,1526.0600000000002,2098.3325000000004,1698.3325000000004,94.4,191.06240625000007,47.17590277777779,Intermediate
18,78,183,0,1.55,muscle_gain,1655.1,2565.4049999999997,2865.4049999999997,156.0,322.35806249999996,79.59458333333333,Advanced
33,79,181,1,1.375,fat_loss,1827.66,2513.0325000000003,2113.0325000000003,126.4,237.71615625000004,58.69534722222223,Intermediate
29,93,152,0,1.2,muscle_gain,1649.6999999999998,1979.6399999999996,2279.6399999999994,186.0,256.45949999999993,63.323333333333316,Beginner
44,69,152,0,1.375,maintain,1364.4,1876.0500000000002,1876.0500000000002,110.4,211.05562500000002,52.112500000000004,Intermediate
36,68,177,0,1.55,muscle_gain,1467.1,2274.005,2574.005,136.0,289.57556250000005,71.5001388888889,Advanced
39,56,193,1,1.2,muscle_gain,1542.86,1851.4319999999998,2151.432,112.0,242.03609999999998,59.76199999999999,Beginner
40,62,164,0,1.55,fat_loss,1354.4,2099.32,1699.3200000000002,99.2,191.17350000000002,47.20333333333334,Advanced
39,59,190,1,1.2,muscle_gain,1568.66,1882.392,2182.392,118.0,245.51909999999998,60.62199999999999,Beginner
31,88,172,1,1.2,fat_loss,1916.4599999999998,2299.7519999999995,1899.7519999999995,140.8,213.72209999999995,52.77088888888888,Beginner
47,60,189,1,1.725,maintain,1531.6599999999999,2642.1135,2642.1135,96.0,297.23776875,73.39204166666667,Advanced
23,71,160,1,1.725,fat_loss,1676.66,2892.2385000000004,2492.2385000000004,113.60000000000001,280.37683125000007,69.22884722222223,Advanced
23,52,181,1,1.725,fat_loss,1522.8600000000001,2626.9335000000005,2226.9335000000005,83.2,250.53001875000007,61.859263888888904,Advanced
30,104,185,0,1.2,muscle_gain,1848.9,2218.68,2518.68,208.0,283.3515,69.96333333333332,Beginner
36,90,182,1,1.375,maintain,1962.76,2698.795,2698.795,144.0,303.6144375,74.96652777777778,Intermediate
39,69,173,1,1.55,fat_loss,1621.0600000000002,2512.6430000000005,2112.6430000000005,110.4,237.67233750000005,58.68452777777779,Advanced
25,61,188,1,1.55,muscle_gain,1665.6599999999999,2581.7729999999997,2881.7729999999997,122.0,324.1994625,80.04924999999999,Advanced
44,73,183,1,1.55,muscle_gain,1694.16,2625.9480000000003,2925.9480000000003,146.0,329.16915000000006,81.27633333333334,Advanced
44,97,177,1,1.725,fat_loss,1986.9599999999998,3427.506,3027.506,155.20000000000002,340.594425,84.09738888888889,Advanced
19,52,186,0,1.2,muscle_gain,1420.8999999999999,1705.0799999999997,2005.0799999999997,104.0,225.57149999999996,55.69666666666666,Beginner
38,59,156,0,1.725,fat_loss,1310.6,2260.785,1860.7849999999999,94.4,209.3383125,51.68847222222222,Advanced
47,71,153,1,1.375,fat_loss,1506.2599999999998,2071.1074999999996,1671.1074999999996,113.60000000000001,187.99959374999997,46.41965277777777,Intermediate
18,90,186,0,1.2,fat_loss,1774.7999999999997,2129.7599999999998,1729.7599999999998,144.0,194.59799999999998,48.04888888888888,Beginner
45,94,150,0,1.55,maintain,1583.9,2455.045,2455.045,150.4,276.1925625,68.19569444444444,Advanced
32,96,150,1,1.725,fat_loss,1912.3600000000001,3298.8210000000004,2898.8210000000004,153.60000000000002,326.11736250000007,80.52280555555556,Advanced
49,51,169,0,1.725,muscle_gain,1229.9999999999998,2121.7499999999995,2421.7499999999995,102.0,272.446875,67.27083333333331,Advanced
18,47,168,1,1.375,maintain,1421.96,1955.1950000000002,1955.1950000000002,75.2,219.95943750000004,54.310972222222226,Intermediate
22,73,178,0,1.375,muscle_gain,1576.4,2167.55,2467.55,146.0,277.599375,68.54305555555555,Intermediate
45,88,159,0,1.725,maintain,1556.6,2685.1349999999998,2685.1349999999998,140.8,302.07768749999997,74.58708333333333,Advanced
46,97,167,0,1.375,maintain,1659.9,2282.3625,2282.3625,155.20000000000002,256.76578125000003,63.39895833333334,Intermediate
33,68,177,1,1.55,maintain,1661.0600000000002,2574.6430000000005,2574.6430000000005,108.80000000000001,289.64733750000005,71.51786111111113,Advanced
36,104,184,0,1.375,maintain,1820.0000000000002,2502.5000000000005,2502.5000000000005,166.4,281.53125000000006,69.5138888888889,Intermediate
21,102,192,0,1.375,muscle_gain,1890.9,2599.9875,2899.9875,204.0,326.24859375000005,80.55520833333334,Intermediate
20,47,180,1,1.725,fat_loss,1468.16,2532.5760000000005,2132.5760000000005,75.2,239.91480000000007,59.238222222222234,Advanced
49,64,176,1,1.725,muscle_gain,1511.46,2607.2685,2907.2685,128.0,327.06770625,80.75745833333333,Advanced
34,90,160,0,1.2,fat_loss,1625.3999999999999,1950.4799999999998,1550.4799999999998,144.0,174.42899999999997,43.068888888888885,Beginner
49,59,187,1,1.2,muscle_gain,1497.26,1796.712,2096.712,118.0,235.8801,58.242,Beginner
34,69,154,0,1.725,maintain,1413.6000000000001,2438.4600000000005,2438.4600000000005,110.4,274.32675000000006,67.73500000000001,Advanced
29,74,157,0,1.375,maintain,1490.4,2049.3,2049.3,118.4,230.54625000000001,56.925000000000004,Intermediate
45,58,183,1,1.375,fat_loss,1487.46,2045.2575000000002,1645.2575000000002,92.80000000000001,185.09146875000002,45.701597222222226,Intermediate
47,51,161,1,1.2,fat_loss,1276.6599999999999,1531.9919999999997,1131.9919999999997,81.60000000000001,127.34909999999998,31.444222222222216,Beginner
46,61,187,1,1.2,muscle_gain,1541.16,1849.392,2149.392,122.0,241.80659999999997,59.70533333333333,Beginner
31,88,150,0,1.2,fat_loss,1588.8999999999999,1906.6799999999998,1506.6799999999998,140.8,169.5015,41.85222222222222,Beginner
38,64,180,1,1.55,muscle_gain,1593.3600000000001,2469.708,2769.708,128.0,311.59215,76.93633333333334,Advanced
23,80,153,0,1.55,fat_loss,1558.9999999999998,2416.45,2016.4499999999998,128.0,226.85062499999998,56.012499999999996,Advanced
20,53,194,1,1.2,fat_loss,1615.76,1938.9119999999998,1538.9119999999998,84.80000000000001,173.12759999999997,42.74755555555555,Beginner
45,82,154,0,1.375,fat_loss,1485.9,2043.1125000000002,1643.1125000000002,131.20000000000002,184.85015625000003,45.6420138888889,Intermediate
26,92,179,1,1.2,maintain,2032.1599999999996,2438.5919999999996,2438.5919999999996,147.20000000000002,274.34159999999997,67.73866666666666,Beginner
22,101,173,0,1.55,maintain,1818.5,2818.675,2818.675,161.60000000000002,317.10093750000004,78.29652777777778,Advanced
41,104,152,1,1.375,muscle_gain,1977.86,2719.5575,3019.5575,208.0,339.70021875,83.87659722222222,Intermediate
46,66,160,0,1.55,fat_loss,1353.0,2097.15,1697.15,105.60000000000001,190.92937500000002,47.143055555555556,Advanced
34,98,194,1,1.375,muscle_gain,2138.9599999999996,2941.0699999999993,3241.0699999999993,196.0,364.6203749999999,90.0297222222222,Intermediate
31,97,153,1,1.55,fat_loss,1945.86,3016.083,2616.083,155.20000000000002,294.3093375,72.66897222222222,Advanced
38,97,175,0,1.375,maintain,1719.1,2363.7625,2363.7625,155.20000000000002,265.92328125,65.66006944444445,Intermediate
48,46,176,1,1.375,maintain,1275.96,1754.4450000000002,1754.4450000000002,73.60000000000001,197.3750625,48.73458333333334,Intermediate
20,68,192,0,1.375,fat_loss,1582.3999999999999,2175.7999999999997,1775.7999999999997,108.80000000000001,199.77749999999997,49.32777777777777,Intermediate
45,52,176,0,1.375,fat_loss,1278.1,1757.3874999999998,1357.3874999999998,83.2,152.70609374999998,37.70520833333333,Intermediate
18,55,191,1,1.725,maintain,1639.56,2828.241,2828.241,88.0,318.1771125,78.56225,Advanced
37,57,155,0,1.55,maintain,1293.4,2004.7700000000002,2004.7700000000002,91.2,225.53662500000002,55.688055555555565,Advanced
48,61,164,1,1.55,muscle_gain,1419.3600000000001,2200.0080000000003,2500.0080000000003,122.0,281.25090000000006,69.44466666666668,Advanced
46,52,179,1,1.725,maintain,1382.16,2384.226,2384.226,83.2,268.22542500000003,66.2285,Advanced
38,65,191,0,1.375,fat_loss,1474.2999999999997,2027.1624999999997,1627.1624999999997,104.0,183.05578124999997,45.19895833333332,Intermediate
49,62,186,1,1.375,muscle_gain,1532.66,2107.4075000000003,2407.4075000000003,124.0,270.83334375000004,66.87243055555557,Intermediate
40,74,186,0,1.55,fat_loss,1533.0,2376.15,1976.15,118.4,222.316875,54.893055555555556,Advanced
18,62,191,0,1.725,muscle_gain,1532.6999999999998,2643.9075,2943.9075,124.0,331.18959375,81.77520833333332,Advanced
49,90,186,1,1.375,fat_loss,1907.86,2623.3075,2223.3075,144.0,250.12209375,61.758541666666666,Intermediate
20,91,184,1,1.375,maintain,2076.96,2855.82,2855.82,145.6,321.27975000000004,79.32833333333333,Intermediate
49,75,172,0,1.375,fat_loss,1460.1,2007.6374999999998,1607.6374999999998,120.0,180.85921875,44.65659722222222,Intermediate
35,82,155,0,1.2,muscle_gain,1532.0,1838.3999999999999,2138.3999999999996,164.0,240.56999999999996,59.39999999999999,Beginner
42,76,153,1,1.725,fat_loss,1601.7599999999998,2763.0359999999996,2363.0359999999996,121.60000000000001,265.84155,65.63988888888888,Advanced
27,55,167,1,1.375,muscle_gain,1473.06,2025.4575,2325.4575,110.0,261.61396875,64.59604166666666,Intermediate
48,89,158,1,1.2,fat_loss,1765.7600000000002,2118.9120000000003,1718.9120000000003,142.4,193.37760000000003,47.747555555555564,Beginner
39,69,178,1,1.725,maintain,1645.0600000000002,2837.7285000000006,2837.7285000000006,110.4,319.2444562500001,78.82579166666669,Advanced
43,77,162,0,1.375,maintain,1473.3,2025.7875,2025.7875,123.2,227.90109375,56.271874999999994,Intermediate
20,104,166,1,1.55,fat_loss,2164.76,3355.3780000000006,2955.3780000000006,166.4,332.48002500000007,82.09383333333335,Advanced
25,82,194,0,1.2,fat_loss,1695.9,2035.08,1635.08,131.20000000000002,183.9465,45.41888888888889,Beginner
31,85,181,0,1.2,fat_loss,1657.3999999999999,1988.8799999999997,1588.8799999999997,136.0,178.74899999999997,44.13555555555555,Beginner
41,52,171,1,1.375,muscle_gain,1372.26,1886.8575,2186.8575,104.0,246.02146875000003,60.74604166666667,Intermediate
35,55,153,0,1.375,fat_loss,1277.3999999999999,1756.4249999999997,1356.4249999999997,88.0,152.59781249999997,37.67847222222221,Intermediate
49,66,154,1,1.2,fat_loss,1432.66,1719.192,1319.192,105.60000000000001,148.4091,36.644222222222226,Beginner
32,95,186,0,1.55,muscle_gain,1760.6,2728.93,3028.93,190.0,340.754625,84.13694444444444,Advanced
39,68,190,1,1.55,maintain,1689.26,2618.353,2618.353,108.80000000000001,294.56471250000004,72.73202777777777,Advanced
40,85,162,0,1.725,fat_loss,1559.8,2690.655,2290.655,136.0,257.6986875,63.62930555555556,Advanced
19,61,183,0,1.375,fat_loss,1494.3999999999999,2054.7999999999997,1654.7999999999997,97.60000000000001,186.16499999999996,45.96666666666666,Intermediate
48,56,194,1,1.55,maintain,1496.3600000000001,2319.358,2319.358,89.60000000000001,260.92777500000005,64.42661111111111,Advanced
44,101,171,1,1.725,maintain,2011.76,3470.286,3470.286,161.60000000000002,390.407175,96.39683333333333,Advanced
27,90,172,0,1.55,muscle_gain,1692.7,2623.685,2923.685,180.0,328.9145625,81.21347222222222,Advanced
19,76,152,0,1.375,fat_loss,1536.3,2112.4125,1712.4125,121.60000000000001,192.64640624999998,47.56701388888889,Intermediate
43,59,191,1,1.725,fat_loss,1550.66,2674.8885000000005,2274.8885000000005,94.4,255.92495625000006,63.191347222222234,Advanced
34,60,183,0,1.725,muscle_gain,1420.7,2450.7075,2750.7075,120.0,309.45459375,76.40854166666666,Advanced
25,98,181,1,1.725,maintain,2127.8599999999997,3670.5584999999996,3670.5584999999996,156.8,412.93783125,101.95995833333332,Advanced
18,66,194,0,1.55,muscle_gain,1578.7999999999997,2447.14,2747.14,132.0,309.05325,76.30944444444444,Advanced
26,72,170,1,1.375,maintain,1720.96,2366.32,2366.32,115.2,266.211,65.73111111111112,Intermediate
28,64,193,0,1.725,muscle_gain,1514.3000000000002,2612.1675000000005,2912.1675000000005,128.0,327.61884375000005,80.89354166666668,Advanced
39,77,170,1,1.2,maintain,1713.86,2056.6319999999996,2056.6319999999996,123.2,231.37109999999996,57.12866666666665,Beginner
33,54,193,1,1.375,muscle_gain,1550.2600000000002,2131.6075,2431.6075,108.0,273.55584375,67.54465277777778,Intermediate
24,84,160,0,1.2,maintain,1613.2,1935.84,1935.84,134.4,217.78199999999998,53.77333333333333,Beginner
46,76,188,1,1.2,maintain,1746.9599999999998,2096.352,2096.352,121.60000000000001,235.8396,58.232,Beginner
27,94,153,0,1.725,maintain,1670.6000000000001,2881.7850000000003,2881.7850000000003,150.4,324.20081250000004,80.04958333333335,Advanced
40,104,150,1,1.725,maintain,1973.96,3405.081,3405.081,166.4,383.0716125,94.58558333333333,Advanced
43,77,177,1,1.55,maintain,1724.6599999999999,2673.223,2673.223,123.2,300.7375875,74.25619444444445,Advanced
20,46,173,1,1.55,fat_loss,1421.1599999999999,2202.798,1802.7979999999998,73.60000000000001,202.81477499999997,50.077722222222214,Advanced
35,77,184,0,1.55,maintain,1575.9,2442.6450000000004,2442.6450000000004,123.2,274.7975625000001,67.85125000000001,Advanced
42,77,162,1,1.375,fat_loss,1658.3599999999997,2280.2449999999994,1880.2449999999994,123.2,211.52756249999993,52.22902777777776,Intermediate
41,85,183,0,1.55,maintain,1620.6000000000001,2511.9300000000003,2511.9300000000003,136.0,282.59212500000007,69.77583333333334,Advanced
30,57,160,1,1.2,fat_loss,1449.16,1738.992,1338.992,91.2,150.6366,37.19422222222222,Beginner
45,74,185,0,1.55,fat_loss,1508.4,2338.02,1938.02,118.4,218.02725,53.833888888888886,Advanced
43,77,166,0,1.725,muscle_gain,1485.6999999999998,2562.8325,2862.8325,154.0,322.06865625,79.523125,Advanced
24,57,184,0,1.55,maintain,1439.2,2230.76,2230.76,91.2,250.96050000000002,61.96555555555556,Advanced
42,96,167,1,1.375,muscle_gain,1936.96,2663.32,2963.32,192.0,333.37350000000004,82.31444444444445,Intermediate
21,70,189,0,1.375,muscle_gain,1587.2,2182.4,2482.4,140.0,279.27000000000004,68.95555555555556,Intermediate
30,66,171,1,1.2,maintain,1622.56,1947.072,1947.072,105.60000000000001,219.04559999999998,54.08533333333333,Beginner
37,83,173,0,1.375,muscle_gain,1588.4,2184.05,2484.05,166.0,279.45562500000005,69.0013888888889,Intermediate
18,46,168,0,1.55,maintain,1314.1999999999998,2037.0099999999998,2037.0099999999998,73.60000000000001,229.16362499999997,56.583611111111104,Advanced
25,82,186,0,1.725,muscle_gain,1671.1,2882.6475,3182.6475,164.0,358.04784375,88.406875,Advanced
49,83,188,0,1.375,maintain,1583.3,2177.0375,2177.0375,132.8,244.91671875,60.47326388888889,Intermediate
31,70,170,1,1.2,maintain,1665.6599999999999,1998.7919999999997,1998.7919999999997,112.0,224.86409999999998,55.52199999999999,Beginner
33,90,157,0,1.55,maintain,1620.3999999999999,2511.62,2511.62,144.0,282.55725,69.76722222222222,Advanced
31,102,177,0,1.2,fat_loss,1801.4,2161.68,1761.6799999999998,163.20000000000002,198.189,48.93555555555555,Beginner
29,94,154,1,1.375,muscle_gain,1921.86,2642.5575,2942.5575,188.0,331.03771875,81.73770833333333,Intermediate
36,59,166,0,1.375,fat_loss,1350.2,1856.525,1456.525,94.4,163.85906250000002,40.45902777777778,Intermediate
40,78,186,0,1.2,muscle_gain,1569.7999999999997,1883.7599999999995,2183.7599999999993,156.0,245.67299999999992,60.65999999999998,Beginner
32,86,185,0,1.55,muscle_gain,1674.7,2595.7850000000003,2895.7850000000003,172.0,325.77581250000003,80.43847222222223,Advanced
45,99,168,0,1.375,muscle_gain,1685.7000000000003,2317.8375000000005,2617.8375000000005,198.0,294.50671875000006,72.71770833333335,Intermediate
19,88,176,1,1.725,fat_loss,2004.0599999999997,3457.0035,3057.0035,140.8,343.91289374999997,84.91676388888888,Advanced
19,93,183,1,1.375,muscle_gain,2104.66,2893.9075,3193.9075,186.0,359.31459375,88.71965277777777,Intermediate
49,84,160,0,1.55,fat_loss,1505.7,2333.835,1933.835,134.4,217.55643750000002,53.71763888888889,Advanced
40,55,194,1,1.375,maintain,1528.56,2101.77,2101.77,88.0,236.449125,58.3825,Intermediate
48,47,161,1,1.2,muscle_gain,1217.3600000000001,1460.832,1760.832,94.0,198.0936,48.912000000000006,Beginner
39,103,170,0,1.375,muscle_gain,1754.4999999999998,2412.4374999999995,2712.4374999999995,206.0,305.14921874999993,75.3454861111111,Intermediate
36,50,160,1,1.375,maintain,1321.16,1816.595,1816.595,80.0,204.3669375,50.460972222222225,Intermediate
42,53,188,0,1.55,maintain,1337.4,2072.9700000000003,2072.9700000000003,84.80000000000001,233.20912500000003,57.58250000000001,Advanced
43,50,177,1,1.2,muscle_gain,1362.8600000000001,1635.432,1935.432,100.0,217.7361,53.762,Beginner
48,53,154,1,1.55,maintain,1264.1599999999999,1959.4479999999999,1959.4479999999999,84.80000000000001,220.43789999999998,54.429111111111105,Advanced
47,83,166,1,1.375,fat_loss,1729.4599999999998,2378.0074999999997,1978.0074999999997,132.8,222.52584374999998,54.94465277777777,Intermediate
46,75,169,0,1.725,fat_loss,1463.7,2524.8825,2124.8825,120.0,239.04928125000004,59.02451388888889,Advanced
39,76,190,1,1.375,muscle_gain,1796.46,2470.1325,2770.1325,152.0,311.63990625,76.948125,Intermediate
43,85,161,0,1.55,fat_loss,1543.7999999999997,2392.89,1992.8899999999999,136.0,224.20012499999999,55.35805555555555,Advanced
43,94,155,0,1.725,fat_loss,1608.0,2773.8,2373.8,150.4,267.0525,65.9388888888889,Advanced
39,56,166,1,1.55,muscle_gain,1413.26,2190.553,2490.553,112.0,280.1872125,69.18202777777778,Advanced
34,52,168,0,1.55,maintain,1300.6000000000001,2015.9300000000003,2015.9300000000003,83.2,226.79212500000003,55.99805555555557,Advanced
37,52,175,1,1.2,muscle_gain,1414.26,1697.1119999999999,1997.1119999999999,104.0,224.6751,55.47533333333333,Beginner
27,94,193,0,1.725,fat_loss,1794.6000000000004,3095.685000000001,2695.685000000001,150.4,303.2645625000001,74.88013888888891,Advanced
23,72,193,0,1.375,muscle_gain,1609.4,2212.925,2512.925,144.0,282.7040625,69.80347222222223,Intermediate
32,64,181,1,1.55,muscle_gain,1632.36,2530.158,2830.158,128.0,318.392775,78.6155,Advanced
39,91,155,1,1.375,fat_loss,1829.4600000000003,2515.5075,2115.5075,145.6,237.99459375000004,58.764097222222226,Intermediate
28,103,185,1,1.2,fat_loss,2196.96,2636.352,2236.352,164.8,251.5896,62.120888888888885,Beginner
45,51,187,1,1.2,muscle_gain,1412.8600000000001,1695.432,1995.432,102.0,224.4861,55.428666666666665,Beginner
22,55,160,0,1.725,fat_loss,1355.0,2337.375,1937.375,88.0,217.9546875,53.81597222222222,Advanced
18,64,182,0,1.2,fat_loss,1523.2,1827.84,1427.84,102.4,160.632,39.66222222222222,Beginner
25,60,173,0,1.2,fat_loss,1428.4,1714.0800000000002,1314.0800000000002,96.0,147.83400000000003,36.50222222222223,Beginner
38,48,172,1,1.375,fat_loss,1340.5600000000002,1843.2700000000002,1443.2700000000002,76.80000000000001,162.36787500000003,40.090833333333336,Intermediate
45,50,164,0,1.2,fat_loss,1222.5,1467.0,1067.0,80.0,120.03750000000001,29.63888888888889,Beginner
29,102,176,1,1.2,fat_loss,2134.66,2561.5919999999996,2161.5919999999996,163.20000000000002,243.17909999999998,60.04422222222221,Beginner
29,66,160,0,1.55,maintain,1426.1,2210.455,2210.455,105.60000000000001,248.6761875,61.40152777777777,Advanced
22,70,166,1,1.2,muscle_gain,1697.7599999999998,2037.3119999999997,2337.312,140.0,262.9476,64.92533333333333,Beginner
24,47,163,0,1.55,fat_loss,1282.1,1987.2549999999999,1587.2549999999999,75.2,178.56618749999998,44.09041666666666,Advanced
21,85,176,0,1.2,muscle_gain,1684.8999999999999,2021.8799999999997,2321.8799999999997,170.0,261.21149999999994,64.49666666666666,Beginner
23,104,167,1,1.2,maintain,2152.46,2582.9519999999998,2582.9519999999998,166.4,290.58209999999997,71.74866666666667,Beginner
30,86,177,0,1.725,fat_loss,1658.5,2860.9125000000004,2460.9125000000004,137.6,276.85265625000005,68.35868055555557,Advanced
49,58,153,1,1.725,muscle_gain,1320.66,2278.1385000000005,2578.1385000000005,116.0,290.04058125000006,71.61495833333335,Advanced
37,55,156,0,1.55,fat_loss,1278.1,1981.0549999999998,1581.0549999999998,88.0,177.8686875,43.91819444444444,Advanced
47,62,194,0,1.2,fat_loss,1417.3000000000002,1700.7600000000002,1300.7600000000002,99.2,146.33550000000002,36.132222222222225,Beginner
32,98,184,1,1.375,fat_loss,2102.3599999999997,2890.7449999999994,2490.7449999999994,156.8,280.20881249999996,69.1873611111111,Intermediate
20,56,158,1,1.725,fat_loss,1483.1599999999999,2558.451,2158.451,89.60000000000001,242.8257375,59.95697222222222,Advanced
40,67,157,0,1.375,fat_loss,1378.7,1895.7125,1495.7125,107.2,168.26765625000002,41.54756944444445,Intermediate
25,56,194,0,1.725,fat_loss,1456.6999999999998,2512.8075,2112.8075,89.60000000000001,237.69084375,58.689097222222216,Advanced
37,57,166,0,1.725,fat_loss,1327.5,2289.9375,1889.9375,91.2,212.61796875000002,52.498263888888886,Advanced
33,69,166,0,1.2,maintain,1455.1,1746.12,1746.12,110.4,196.4385,48.50333333333333,Beginner
30,89,182,0,1.725,maintain,1701.6000000000001,2935.26,2935.26,142.4,330.21675000000005,81.53500000000001,Advanced
35,95,181,0,1.375,fat_loss,1732.1999999999998,2381.7749999999996,1981.7749999999996,152.0,222.94968749999995,55.04930555555555,Intermediate
45,102,157,1,1.725,fat_loss,1952.2599999999998,3367.6485,2967.6485,163.20000000000002,333.86045624999997,82.43468055555554,Advanced
27,63,168,1,1.55,maintain,1585.06,2456.843,2456.843,100.80000000000001,276.3948375,68.24563888888889,Advanced
47,99,187,1,1.2,maintain,2044.6599999999999,2453.5919999999996,2453.5919999999996,158.4,276.02909999999997,68.15533333333332,Beginner
36,90,152,0,1.2,maintain,1592.0,1910.3999999999999,1910.3999999999999,144.0,214.92,53.06666666666666,Beginner
34,80,154,0,1.55,fat_loss,1514.8,2347.94,1947.94,128.0,219.14325000000002,54.10944444444445,Advanced
41,89,162,0,1.55,muscle_gain,1592.3000000000002,2468.0650000000005,2768.0650000000005,178.0,311.40731250000005,76.89069444444446,Advanced
48,52,180,1,1.55,muscle_gain,1375.56,2132.118,2432.118,104.0,273.613275,67.55883333333333,Advanced
36,73,165,1,1.725,muscle_gain,1653.36,2852.046,3152.046,146.0,354.605175,87.55683333333333,Advanced
45,99,181,0,1.2,muscle_gain,1726.0,2071.2,2371.2,198.0,266.76,65.86666666666666,Beginner
43,97,171,0,1.55,fat_loss,1685.1999999999998,2612.06,2212.06,155.20000000000002,248.85675,61.44611111111111,Advanced
40,99,178,1,1.725,muscle_gain,2041.3600000000001,3521.3460000000005,3821.3460000000005,198.0,429.9014250000001,106.14850000000001,Advanced
43,76,171,1,1.55,maintain,1682.46,2607.813,2607.813,121.60000000000001,293.3789625,72.43925,Advanced
22,95,192,1,1.375,maintain,2157.56,2966.645,2966.645,152.0,333.7475625,82.40680555555555,Intermediate
43,88,152,0,1.375,muscle_gain,1543.4999999999998,2122.3124999999995,2422.3124999999995,176.0,272.51015624999997,67.28645833333331,Intermediate
38,62,159,0,1.2,maintain,1347.5,1617.0,1617.0,99.2,181.9125,44.916666666666664,Beginner
47,50,191,0,1.725,fat_loss,1297.6,2238.36,1838.3600000000001,80.0,206.81550000000001,51.06555555555556,Advanced
40,62,170,1,1.375,muscle_gain,1507.16,2072.3450000000003,2372.3450000000003,124.0,266.88881250000003,65.89847222222222,Intermediate
48,63,165,1,1.375,muscle_gain,1450.96,1995.0700000000002,2295.07,126.0,258.195375,63.75194444444445,Intermediate
26,66,161,0,1.725,fat_loss,1442.1000000000001,2487.6225000000004,2087.6225000000004,105.60000000000001,234.85753125000005,57.9895138888889,Advanced
29,81,151,0,1.55,maintain,1536.2,2381.11,2381.11,129.6,267.87487500000003,66.14194444444445,Advanced
38,76,190,1,1.725,fat_loss,1802.16,3108.726,2708.726,121.60000000000001,304.731675,75.2423888888889,Advanced
18,100,173,0,1.55,fat_loss,1826.5,2831.0750000000003,2431.0750000000003,160.0,273.4959375,67.52986111111112,Advanced
43,85,184,1,1.375,maintain,1865.46,2565.0075,2565.0075,136.0,288.56334375,71.25020833333333,Intermediate
43,103,179,1,1.375,fat_loss,2082.66,2863.6575,2463.6575,164.8,277.16146875,68.43493055555555,Intermediate
18,47,179,0,1.375,maintain,1357.5,1866.5625,1866.5625,75.2,209.98828125,51.848958333333336,Intermediate
32,72,184,1,1.2,maintain,1753.96,2104.752,2104.752,115.2,236.7846,58.465333333333334,Beginner
19,54,168,0,1.2,fat_loss,1383.5,1660.2,1260.2,86.4,141.7725,35.00555555555556,Beginner
49,95,157,1,1.2,maintain,1835.66,2202.792,2202.792,152.0,247.8141,61.18866666666666,Beginner
47,79,175,1,1.725,fat_loss,1719.06,2965.3785000000003,2565.3785000000003,126.4,288.60508125,71.2605138888889,Advanced
39,73,189,0,1.375,maintain,1537.3999999999999,2113.9249999999997,2113.9249999999997,116.80000000000001,237.81656249999997,58.72013888888888,Intermediate
33,98,156,1,1.375,muscle_gain,1962.2599999999998,2698.1074999999996,2998.1074999999996,196.0,337.28709374999994,83.28076388888888,Intermediate
42,59,179,0,1.725,maintain,1364.7,2354.1075,2354.1075,94.4,264.83709375,65.391875,Advanced
25,77,156,0,1.2,maintain,1532.1,1838.5199999999998,1838.5199999999998,123.2,206.8335,51.06999999999999,Beginner
30,51,152,1,1.725,fat_loss,1330.3600000000001,2294.8710000000005,1894.8710000000005,81.60000000000001,213.17298750000006,52.63530555555557,Advanced
38,56,150,0,1.2,maintain,1264.3999999999999,1517.2799999999997,1517.2799999999997,89.60000000000001,170.694,42.14666666666666,Beginner
18,93,185,0,1.375,muscle_gain,1799.2999999999997,2474.0374999999995,2774.0374999999995,186.0,312.07921874999994,77.05659722222221,Intermediate
33,74,174,0,1.55,muscle_gain,1525.9,2365.145,2665.145,148.0,299.8288125,74.03180555555555,Advanced
46,65,186,0,1.2,maintain,1424.3999999999999,1709.2799999999997,1709.2799999999997,104.0,192.29399999999998,47.47999999999999,Beginner
24,75,150,0,1.375,maintain,1499.3999999999999,2061.6749999999997,2061.6749999999997,120.0,231.93843749999996,57.26874999999999,Intermediate
49,102,164,0,1.375,muscle_gain,1683.7,2315.0875,2615.0875,204.0,294.19734375,72.64131944444445,Intermediate
48,68,186,1,1.55,fat_loss,1618.7600000000002,2509.0780000000004,2109.0780000000004,108.80000000000001,237.27127500000006,58.58550000000001,Advanced
22,64,162,0,1.375,muscle_gain,1444.0000000000002,1985.5000000000002,2285.5,128.0,257.11875000000003,63.486111111111114,Intermediate
39,81,189,1,1.375,muscle_gain,1858.66,2555.6575000000003,2855.6575000000003,162.0,321.26146875000006,79.32381944444445,Intermediate
46,48,157,1,1.2,maintain,1222.96,1467.552,1467.552,76.80000000000001,165.09959999999998,40.76533333333333,Beginner
40,72,154,0,1.2,maintain,1415.4,1698.48,1698.48,115.2,191.079,47.18,Beginner
20,88,158,1,1.55,muscle_gain,1911.96,2963.538,3263.538,176.0,367.148025,90.65383333333334,Advanced
29,64,150,1,1.55,fat_loss,1500.66,2326.023,1926.0230000000001,102.4,216.67758750000002,53.50063888888889,Advanced
43,104,185,0,1.375,muscle_gain,1793.0,2465.375,2765.375,208.0,311.1046875,76.81597222222223,Intermediate
